"","UserID","Condition","SocialContext","BodyType","Sex","SAM_Valance","SAM_Arousal","SAM_Dominance","IOS","Intimidated","Jealousy","Empathy","Envy","Embarressed","Guilty","Pride","Shame","Admire","enjoyed_activity","tried_hard","attracted_to_other_person","responsible_for_other_person","repulsed","focused_on_the_other_person","focused_on_myself","satisfied_with_performance","IMI_Relatedness","SEES_PositiveWellBeing","SEES_PsychologicalDistress","SEES_Fatigue","NumberOfSitUps","Time","HR","AGE","Gender","AttrAvatar","IndentifyAvatar","SUS","SMS_Amotivaation","SMS_EXReg","SMS_IntReg","SMS_IdReg","SMS_InteReg","SMS_IntMot","SMS","Cooperation","Competition","Attracted","DivGen_Attr","DivGen_AttrAv","DivAv_AttraktedAv","DivAv_IndentifyG","DivAv_IndentifyAv","DivCoopComp","Sporty","NumberOfSitUpsNorm","CCooperation","CCompetition"
"128","MOA2198","TObF","T","Ob","F",2,2,4,2,1,1,4,1,1,1,1,1,4,6,6,1,1,1,1,7,7,3.875,5.75,1,1.5,8,1.80714287076678,99,24,"M","FMus","MSli",4.14285714285714,1.25,5,4.5,4,3.75,5,3.91666666666667,4.07692307692308,4.8,2,3,1,"FALSE",0,"FALSE",3,0,8,-1.39102564102563,1.03541666666667
"129","MOA2198","TSliM","T","Sli","M",2,2,4,1,1,1,1,1,1,1,4,1,3,6,6,1,2,1,1,6,7,3.875,6,1,1.5,8,1.80857144083296,93,24,"M","FMus","MSli",4.14285714285714,1.25,5,4.5,4,3.75,5,3.91666666666667,4.07692307692308,4.8,2,3,0,"FALSE",0,"TRUE",3,0,8,-1.39102564102563,1.03541666666667
"130","MOA2198","TMusM","T","Mus","M",2,2,4,1,1,1,2,1,1,1,5,1,4,6,6,1,1,1,1,7,7,4.125,6,1,1.5,9,1.73000001907349,88,24,"M","FMus","MSli",4.14285714285714,1.25,5,4.5,4,3.75,5,3.91666666666667,4.07692307692308,4.8,2,3,0,"FALSE",0,"FALSE",3,0,9,-1.39102564102563,1.03541666666667
"131","MOA2198","TObM","T","Ob","M",2,2,4,1,1,1,5,1,1,1,5,1,4,6,6,1,1,1,1,7,7,4.125,6,1,2,8,1.81142858096531,96,24,"M","FMus","MSli",4.14285714285714,1.25,5,4.5,4,3.75,5,3.91666666666667,4.07692307692308,4.8,2,3,0,"FALSE",0,"FALSE",3,0,8,-1.39102564102563,1.03541666666667
"132","MOA2198","TSliF","T","Sli","F",1,2,4,1,1,1,4,1,1,1,4,1,4,6,6,4,1,1,1,7,6,4.25,6,1.25,1.5,9,1.75750002264977,102,24,"M","FMus","MSli",4.14285714285714,1.25,5,4.5,4,3.75,5,3.91666666666667,4.07692307692308,4.8,2,3,1,"FALSE",0,"FALSE",3,0,9,-1.39102564102563,1.03541666666667
"133","JJS2096","TSliF","T","Sli","F",2,5,5,1,6,1,1,1,1,1,1,1,1,4,5,1,1,6,2,7,7,1,5.75,1,2,6,2.4539999961853,86,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,1,"FALSE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"134","JJS2096","TMusF","T","Mus","F",2,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,6,6,1,5.25,1.75,2.25,6,2.63400001525879,94,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,1,"FALSE",0,"TRUE",1,0,6.7,0.839743589743602,-0.264583333333333
"135","JJS2096","TObF","T","Ob","F",2,5,5,1,5,1,1,1,1,1,1,1,1,5,5,1,1,1,1,7,6,1,4,1,1.75,6,2.66399998664856,96,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,1,"FALSE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"136","JJS2096","TSliM","T","Sli","M",2,5,5,1,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,6,6,1,4.5,2,2.25,6,2.6,93,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,0,"FALSE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"137","JJS2096","TMusM","T","Mus","M",2,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,5,1,5,5,1,4,1,2,7,2.75,86,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,0,"TRUE",0,"FALSE",1,0,7.7,0.839743589743602,-0.264583333333333
"138","JJS2096","TObM","T","Ob","M",2,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,6,1,4.5,1,1.75,6,2.64800000190735,86,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,0,"FALSE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"139","JJS2096","OSliF","O","Sli","F",2,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,6,1,4,1,1.5,6,2.7539999961853,98,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,1,"FALSE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"140","JJS2096","OMusF","O","Mus","F",2,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,6,1,3.25,1,1.5,5,2.82249999046326,98,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,1,"FALSE",0,"TRUE",1,0,5.7,0.839743589743602,-0.264583333333333
"141","JJS2096","OObF","O","Ob","F",1,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,6,1,3.75,1,1.5,6,2.48200001716614,81,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,1,"FALSE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"142","JJS2096","OSliM","O","Sli","M",1,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,6,1,3.25,1,2,6,2.71000003814697,84,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,0,"FALSE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"143","JJS2096","OMusM","O","Mus","M",2,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,6,1,3.75,1,2,6,2.73399996757507,84,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,0,"TRUE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"144","JJS2096","OObM","O","Ob","M",2,5,5,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,3,6,6,1,3.25,1,2,6,2.65799999237061,94,26,"F","MMus","FMus",5.71428571428571,1,1.25,4.25,4.25,5,4,3.29166666666667,6.30769230769231,3.5,2,2,0,"FALSE",0,"FALSE",1,0,6.7,0.839743589743602,-0.264583333333333
"145","IME3099","OObM","O","Ob","M",2,3,5,1,2,2,6,2,4,5,4,2,4,6,5,1,3,3,1,7,6,3.125,5.25,1.75,3,6,2.37600002288818,117,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,1,"FALSE",0,"FALSE",1,0,6.7,0.532051282051294,-1.16458333333333
"146","IME3099","OSliF","O","Sli","F",2,2,5,3,3,3,5,5,2,2,3,2,5,6,6,2,2,4,1,6,6,4.875,4.75,1.25,3.75,6,2.38200001716614,103,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,0,"FALSE",0,"FALSE",1,0,6.7,0.532051282051294,-1.16458333333333
"147","IME3099","OMusF","O","Mus","F",2,2,4,2,2,2,6,3,2,1,5,1,4,6,6,1,1,2,2,6,6,4.375,4.75,1.25,3.5,6,2.35599999427795,105,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,0,"FALSE",0,"TRUE",1,0,6.7,0.532051282051294,-1.16458333333333
"148","IME3099","OObF","O","Ob","F",2,2,4,2,2,2,6,2,2,1,5,1,4,6,6,1,1,2,2,6,6,4.25,4.75,1.75,3.5,6,2.44200000762939,81,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,0,"FALSE",0,"FALSE",1,0,6.7,0.532051282051294,-1.16458333333333
"149","IME3099","OSliM","O","Sli","M",2,2,4,2,2,1,4,2,1,1,5,2,4,6,6,1,1,3,3,5,5,4.125,4.25,1,3.5,6,2.46799998283386,79,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,1,"FALSE",0,"FALSE",1,0,6.7,0.532051282051294,-1.16458333333333
"150","IME3099","OMusM","O","Mus","M",2,2,4,2,3,2,5,3,2,1,5,2,4,6,6,5,1,4,3,5,5,4.125,4.5,1.25,3.5,6,2.37400002479553,100,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,1,"TRUE",0,"FALSE",1,0,6.7,0.532051282051294,-1.16458333333333
"151","IME3099","TObM","T","Ob","M",2,2,4,4,2,1,6,2,1,2,6,1,4,6,6,2,2,5,5,5,6,4.5,4.75,1,3.5,6,2.38599996566772,102,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,1,"FALSE",0,"FALSE",1,0,6.7,0.532051282051294,-1.16458333333333
"152","IME3099","TSliF","T","Sli","F",2,2,4,3,3,5,6,4,2,1,5,1,5,6,6,2,2,5,3,5,5,5.25,4,1.5,3.5,6,2.40800004005432,88,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,0,"FALSE",0,"FALSE",1,0,6.7,0.532051282051294,-1.16458333333333
"153","IME3099","TMusF","T","Mus","F",1,2,4,4,2,1,6,4,2,2,5,1,4,2,6,1,2,4,2,5,6,5.375,4.25,1.5,3.5,7,2.27333331108093,84,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,0,"FALSE",0,"TRUE",1,0,7.7,0.532051282051294,-1.16458333333333
"154","IME3099","TObF","T","Ob","F",2,3,4,4,2,1,6,4,1,1,5,1,5,6,6,1,3,5,4,5,6,4.75,4,1.75,3.75,6,2.28000001907349,102,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,0,"FALSE",0,"FALSE",1,0,6.7,0.532051282051294,-1.16458333333333
"155","IME3099","TSliM","T","Sli","M",1,2,4,3,2,1,5,4,1,1,5,1,4,6,6,4,1,4,4,5,6,4.25,4.75,1,3.5,7,2.22666664918264,95,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,1,"FALSE",0,"FALSE",1,0,7.7,0.532051282051294,-1.16458333333333
"156","IME3099","TMusM","T","Mus","M",1,2,5,3,5,2,4,5,1,1,6,2,5,6,6,5,2,2,5,6,6,4.625,5,1,3.5,7,2.17833332220713,82,23,"F","MMus","FMus",3.57142857142857,1.25,4,5.25,4.25,2.25,3.75,3.45833333333333,6,2.6,1,4,1,"TRUE",0,"FALSE",1,0,7.7,0.532051282051294,-1.16458333333333
"157","ATR0699","TMusM","T","Mus","M",2,4,3,2,2,2,4,4,5,2,4,2,4,6,5,2,4,1,2,6,5,4,5.5,1.25,1.5,7,2.22833331425985,80,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,0,"FALSE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"158","ATR0699","TObM","T","Ob","M",2,4,4,2,3,2,5,2,1,1,5,1,5,6,5,2,5,1,2,6,6,5,5.75,1.25,1,7,2.04499999682109,72,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,0,"FALSE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"159","ATR0699","TSliF","T","Sli","F",2,4,4,2,2,1,4,1,1,1,4,1,4,6,5,2,5,1,2,5,6,4.75,5.5,1.25,1,7,2.07333334287008,81,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,1,"FALSE",0,"TRUE",1,0,7.7,0.147435897435909,-1.36458333333333
"160","ATR0699","TMusF","T","Mus","F",2,4,4,2,2,2,5,3,2,2,4,3,5,6,5,3,4,1,4,5,6,5,5.5,1.25,1,7,2.14833335081736,90,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,1,"TRUE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"161","ATR0699","TObF","T","Ob","F",2,4,4,2,2,2,5,4,2,2,4,2,5,6,5,3,4,1,4,5,5,5.25,5.5,1.25,1,7,2.17833332220713,89,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,1,"FALSE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"162","ATR0699","TSliM","T","Sli","M",2,4,4,2,2,2,4,2,2,2,4,3,4,6,5,1,3,1,4,5,5,4.625,5.5,1.25,1.5,7,2.15333330631256,99,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,0,"FALSE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"163","ATR0699","OMusM","O","Mus","M",2,4,4,1,2,3,3,3,2,2,4,3,5,6,6,2,3,1,5,5,5,4.25,5.5,1.25,1,7,2.04999999205271,98,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,0,"FALSE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"164","ATR0699","OObM","O","Ob","M",2,4,4,2,2,2,4,2,2,2,4,2,4,6,6,2,3,1,5,5,5,4.5,5.5,1.25,1.25,8,1.98714286940438,95,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,0,"FALSE",0,"FALSE",1,0,8.7,0.147435897435909,-1.36458333333333
"165","ATR0699","OSliF","O","Sli","F",2,4,4,1,2,2,4,3,2,2,4,2,4,6,5,3,3,1,3,4,5,4.75,5.5,1.25,1.25,7,2.13166670004527,87,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,1,"FALSE",0,"TRUE",1,0,7.7,0.147435897435909,-1.36458333333333
"166","ATR0699","OMusF","O","Mus","F",2,4,4,2,2,3,4,2,2,2,4,3,4,6,5,3,3,1,3,5,6,4.625,5.5,1.25,1,7,2.12999999523163,76,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,1,"TRUE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"167","ATR0699","OObF","O","Ob","F",2,4,4,2,2,2,4,2,2,2,4,3,5,6,6,3,3,1,4,5,6,5.375,5.5,1.25,1,7,2.08499999841054,92,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,1,"FALSE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"168","ATR0699","OSliM","O","Sli","M",2,4,4,1,2,2,6,2,2,2,4,2,5,6,5,2,4,1,4,5,5,4.875,5.75,1.25,1,7,2.16166667143504,88,23,"F","FMus","FSli",4.57142857142857,1.75,1.25,2.5,3.75,2.75,4.75,2.79166666666667,5.61538461538461,2.4,2,2,0,"FALSE",0,"FALSE",1,0,7.7,0.147435897435909,-1.36458333333333
"169","SFU0399","OSliM","O","Sli","M",2,3,4,1,1,1,1,1,1,1,4,1,1,5,5,1,1,1,1,7,6,1.875,5.25,1.75,2.25,8,1.99714285986764,107,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,0,"FALSE",0,"FALSE",3,0,8,0.685897435897449,2.03541666666667
"170","SFU0399","OMusM","O","Mus","M",2,2,4,1,2,1,3,2,1,1,4,2,2,6,7,2,1,1,1,7,6,1,5,2.25,3.25,8,1.90142856325422,109,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,0,"FALSE",0,"TRUE",3,0,8,0.685897435897449,2.03541666666667
"171","SFU0399","OObM","O","Ob","M",2,2,4,1,1,1,2,1,1,1,7,1,1,5,5,1,1,3,1,7,6,1,5,2.25,3,9,1.7637500166893,111,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,0,"FALSE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"172","SFU0399","OSliF","O","Sli","F",2,2,4,1,1,1,1,1,1,1,4,1,1,5,6,2,1,1,1,7,6,1,4.5,2.5,3.75,9,1.76374998688698,111,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,1,"FALSE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"173","SFU0399","OMusF","O","Mus","F",2,3,4,1,1,1,1,1,1,1,4,1,1,5,5,2,1,1,1,7,6,1,4.5,2,2.5,9,1.74750000238419,111,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,1,"TRUE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"174","SFU0399","OObF","O","Ob","F",2,2,4,1,1,1,1,1,1,1,4,1,1,4,5,1,1,1,1,7,5,1,4.75,2,3,9,1.72624999284744,109,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,1,"FALSE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"175","SFU0399","TSliM","T","Sli","M",2,2,4,1,1,1,1,1,1,1,4,1,1,5,5,1,1,1,1,7,4,1.75,3.75,2,3.5,9,1.64125001430511,105,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,0,"FALSE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"176","SFU0399","TMusM","T","Mus","M",2,2,4,1,1,1,1,1,1,1,4,1,1,6,6,1,1,1,1,7,6,1.875,4.5,1.75,2.75,9,1.67749997973442,118,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,0,"FALSE",0,"TRUE",3,0,9,0.685897435897449,2.03541666666667
"177","SFU0399","TObM","T","Ob","M",2,2,4,1,1,1,1,1,1,1,5,1,1,5,6,1,1,1,1,7,5,1,4.5,2,3.25,9,1.71375000476837,113,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,0,"FALSE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"178","SFU0399","TSliF","T","Sli","F",2,2,4,1,1,1,1,1,1,1,4,1,1,5,5,1,1,1,1,7,6,1,4.5,2,3,9,1.71750000119209,86,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,1,"FALSE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"179","SFU0399","TMusF","T","Mus","F",2,3,4,1,1,1,1,1,1,1,4,1,1,5,6,1,1,1,1,7,5,1,4.5,2,3,9,1.74875000119209,108,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,1,"TRUE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"180","SFU0399","TObF","T","Ob","F",2,2,4,1,1,1,1,1,1,1,4,1,1,6,6,1,1,1,1,7,6,1,4.5,2,3.5,9,1.66625002026558,94,23,"M","FMus","MMus",4,1,2.75,4,4,4.5,6,3.70833333333333,6.15384615384615,5.8,2,3,1,"FALSE",0,"FALSE",3,0,9,0.685897435897449,2.03541666666667
"181","TBA2898","TObF","T","Ob","F",2,5,3,1,3,1,2,4,1,4,2,2,2,4,3,1,4,2,1,6,4,3.125,5,1,1.25,8,1.81571425710406,122,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,0,"FALSE",0,"FALSE",3,0,8.7,0.0705128205128327,0.635416666666667
"182","TBA2898","TSliM","T","Sli","M",2,5,3,2,1,4,2,2,2,1,1,1,1,2,3,1,1,2,2,6,4,3.25,5.25,1,1.75,8,1.97285713468279,122,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,1,"FALSE",0,"FALSE",3,0,8.7,0.0705128205128327,0.635416666666667
"183","TBA2898","TMusM","T","Mus","M",1,5,2,2,1,1,4,4,1,1,1,1,4,4,3,2,1,1,3,6,4,3.625,5.75,1,1.5,7,2.0766666730245,102,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,1,"FALSE",0,"FALSE",3,0,7.7,0.0705128205128327,0.635416666666667
"184","TBA2898","TObM","T","Ob","M",1,5,2,2,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,7,4,2.625,5,1,1.25,7,2.25666666030884,99,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,1,"FALSE",0,"FALSE",3,0,7.7,0.0705128205128327,0.635416666666667
"185","TBA2898","TSliF","T","Sli","F",1,5,2,2,1,1,4,1,1,1,1,1,1,4,3,4,1,1,2,6,4,2.875,5,1,1,8,1.93999998910087,97,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,0,"FALSE",0,"FALSE",3,0,8.7,0.0705128205128327,0.635416666666667
"186","TBA2898","TMusF","T","Mus","F",2,5,3,2,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,6,4,3.75,5,1,1,8,2.03285714558193,93,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,0,"TRUE",0,"TRUE",3,0,8.7,0.0705128205128327,0.635416666666667
"187","TBA2898","OObF","O","Ob","F",1,5,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,7,4,3.25,4.25,1,1.25,7,2.09500002861023,107,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,0,"FALSE",0,"FALSE",3,0,7.7,0.0705128205128327,0.635416666666667
"188","TBA2898","OSliM","O","Sli","M",2,4,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,7,4,2.875,4.25,1,1,9,1.74750000238419,99,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,1,"FALSE",0,"FALSE",3,0,9.7,0.0705128205128327,0.635416666666667
"189","TBA2898","OMusM","O","Mus","M",1,5,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,7,4,2.875,5,1,1.5,9,1.7674999833107,103,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,1,"FALSE",0,"FALSE",3,0,9.7,0.0705128205128327,0.635416666666667
"190","TBA2898","OObM","O","Ob","M",2,5,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,7,4,2.5,5,1,1,9,1.77249997854233,92,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,1,"FALSE",0,"FALSE",3,0,9.7,0.0705128205128327,0.635416666666667
"191","TBA2898","OSliF","O","Sli","F",2,4,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,7,4,2.75,4.5,1,1.25,9,1.75874999165535,93,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,0,"FALSE",0,"FALSE",3,0,9.7,0.0705128205128327,0.635416666666667
"192","TBA2898","OMusF","O","Mus","F",1,5,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,7,4,3.5,5.25,1,1.75,9,1.67124998569489,107,24,"F","FMus","FMus",5.71428571428571,1.5,1.75,3,5.5,5.5,5.25,3.75,5.53846153846154,4.4,1,4,0,"TRUE",0,"TRUE",3,0,9.7,0.0705128205128327,0.635416666666667
"193","ABE1497","OMusF","O","Mus","F",3,4,3,2,1,1,6,2,1,1,3,1,2,4,2,1,1,1,1,7,4,5.25,4.25,1.25,1,4,3.56666668256124,95,25,"F","MSli","FSli",2.71428571428571,1.5,1,1.75,1.75,1,2.75,1.625,5.30769230769231,2.1,2,2,1,"FALSE",0,"FALSE",1,0,4.7,-0.160256410256398,-1.66458333333333
"194","ABE1497","OObF","O","Ob","F",3,4,3,2,2,1,6,1,1,1,2,1,3,4,1,1,1,1,1,7,4,5.375,3,1,1,4,3.39666668574015,105,25,"F","MSli","FSli",2.71428571428571,1.5,1,1.75,1.75,1,2.75,1.625,5.30769230769231,2.1,2,2,1,"FALSE",0,"FALSE",1,0,4.7,-0.160256410256398,-1.66458333333333
"195","ABE1497","OSliM","O","Sli","M",2,4,3,2,2,1,6,1,1,1,2,1,1,4,1,1,1,1,1,7,4,5,4,1,1.25,5,3.30250000953674,93,25,"F","MSli","FSli",2.71428571428571,1.5,1,1.75,1.75,1,2.75,1.625,5.30769230769231,2.1,2,2,0,"TRUE",0,"FALSE",1,0,5.7,-0.160256410256398,-1.66458333333333
"196","ABE1497","OMusM","O","Mus","M",2,4,3,2,2,1,6,2,1,1,2,1,2,4,2,1,1,1,1,7,4,4.875,3,1,1.75,5,3.08749997615814,113,25,"F","MSli","FSli",2.71428571428571,1.5,1,1.75,1.75,1,2.75,1.625,5.30769230769231,2.1,2,2,0,"FALSE",0,"FALSE",1,0,5.7,-0.160256410256398,-1.66458333333333
"197","ABE1497","OObM","O","Ob","M",2,4,3,2,1,1,6,1,1,1,2,1,1,4,1,1,1,1,1,7,4,4.75,3,1,2,5,3.06749999523163,112,25,"F","MSli","FSli",2.71428571428571,1.5,1,1.75,1.75,1,2.75,1.625,5.30769230769231,2.1,2,2,0,"FALSE",0,"FALSE",1,0,5.7,-0.160256410256398,-1.66458333333333
"198","ABE1497","OSliF","O","Sli","F",3,4,3,2,1,1,6,1,1,1,2,1,2,4,1,1,1,1,1,7,4,4.625,4,1,1.75,5,3.07749998569489,101,25,"F","MSli","FSli",2.71428571428571,1.5,1,1.75,1.75,1,2.75,1.625,5.30769230769231,2.1,2,2,1,"FALSE",0,"TRUE",1,0,5.7,-0.160256410256398,-1.66458333333333
